,0,1
0,90프로 접종률이면 천천히 시도해 볼만 하지 솔직히 이렇게 통제 잘 되는 그룹이 또 있냐?,0
1,국가 전체에서 90퍼 접종률 나오기는 쉽지 않음 여기서부터 차차 늘려가는 게 맞지,0
2,방역수칙 안 지킨 애들이 당연히 잘못 아님?,0
3,방송국 애들은 아무도 안 지키는데 무슨.,0
4,와 진짜 소방관 팔 빠지겠다,0
5,너한테 그런 소리 듣는 것도 이젠 지긋지긋해,0
6,그때 일은 이제 다 잊어버린거야?,0
7,그 일을 어떻게 잊어버려. 평생 못 잊어.,0
8,야 나 왜 쟤랑 같은 팀이야?,0
9,밸런스 잘 맞게 짠 거야,0
10,아니 쟤 못하잖아,0
11,너는 잘하냐??ㅋㅋ,0
12,선택적 애국이네 그려ㅋㅋ,0
13,내가 어떻게 하든 뭔 상관?,0
14,난 취업을 귀찮아서 안하는거야,0
15,정신차리고 해라 나중에 진짜 후회한다,0
16,악플 달고 있는 너도 도움 안 돼~,0
17,역시 가을에는 전어지,0
18,난 전어회가 그렇게 맛있더라,0
19,집 나간 며느리도 먹으러 돌아온다는 전어잖냐,0
20,그 정도로 엄청 맛있다는거지,0
21,그건 다 옛말이지 요즘 세상에 집까지 나간 며느리가 왜 돌아오냐?,0
22,옆집 할배 또 현관 앞에서 담배 피운다,0
23,우리집으로 담배 냄새 다 들어와서 짜증나,0
24,그 틀딱 이도 다 빠졌을 텐데 담배는 피우네,2
25,이런 맛없는 음식을 도대체 왜 먹는걸까?,0
26,말도 못하니?,0
27,넌 남자친구랑 대중교통 이용해?,0
28,응 아직 둘 다 학생이라,0
29,왜 요즘은 일베에 명절 기념 사촌여동생 짤 잘 없냐?,0
30,노인들이 일베 접수하고 사라졌지.,0
31,일베 민속놀이 하나 사라졌노.,2
32,고졸 특채로 입사했음.,0
33,너는 왜 그렇게 불만이 많어?,0
34,약올라서 그렇다.,0
35,결혼은 축하하지만 나이 차이는 적당한 게 좋은 듯,0
36,시비 걸지말고 갈 길 가라,0
37,야 지금 사람 친거야? 살아있는 것 같은데,0
38,안돼 구급차 불러야지,0
39,근데 어차피 우리나라 사람들 금메달 못따면 욕할꺼아니냐,0
40,겨울에는 극한의 추위로 투모로우 찍었으면ㅋㅋㅋ,0
41,전생에 나라를 구한 듯.,0
42,요새 신천지들은 자기가 웹툰 작가 지망생이라고 하고 다닌대,0
43,"연예인 욕하지 말라는데, 나는 그게 전혀 이해 안간다.",0
44,왜 그런건데?,0
45,왜 그렇게 생각해?,0
46,쟤는 머리 색이 왜 저러냐?,0
47,이쁘기만 한데 왜 그래,0
48,생 양아치 같잖아 ㅋㅋㅋ,0
49,명절때 남자들은 왜 티비만 보고 있어?,0
50,일 도와주면 일찍 끝나고 좋잖아,0
51,잔말 말고 일해,0
52,벌써 하기 싫어진거야?,0
53,그냥 힘들어서. 힘들어서 그래.,0
54,"너 내 친구한테 뭐라고 그랬길래 걔가 난리, 난리지?",0
55,마사지 예약 가능한가요?,0
56,네 가능해요~,0
57,대딸이나 에프터도 가능한가요?,3
58,저 듣보가 뭐라고 백신 맞았다고 아프다는 기사를 포탈 대문에서 내가 왜 봐야 되냐?,0
59,기사 수준이 참 떨어진다.,0
60,왜 이렇게 살이 탔어?,0
61,나 이번에 바다 놀러 갔다 왔잖아,0
62,조선족이 한복입고 중국 찬양하는거 봤음?,0
63,전문대 무시하지마,0
64,"자취방에 이불이 없어,, 너무 춥다",0
65,과외 교사 다니는 여자들은 몸팔러 다니는 거랑 똑같다,0
66,내가 알기론 그거 실제로 있었을껄 ?,0
67,아줌마 무슨 말을 그렇게 하세요?,0
68,이번주 주말에 친구랑 카페투어 다니기로 했어,0
69,카페투어가 뭐야? 그냥 카페 돌아다니는거?,0
70,"응응, 여기저기 예쁜 카페 다니는거야!",0
71,너는 미국이랑 한국이랑 비교가 된다 생각해?,0
72,나는 우리나라가 미국보다 못하지만 자랑스러워,0
73,나는 한국에서 살꺼라니까.,0
74,한국에선 거지꼴 못 면해,0
75,저 테이블 여자들 어떰?,0
76,요즘 왜이리 줄임말이 많냐,0
77,줄임말 때문에 젊은 애들 무슨 말하는지 하나도 못 알아듣겠어,0
78,알아들어봤자 뭐할 건데,0
79,야 진짜 어이없어,0
80,"여친이 반반결혼하자는데, 너무 계산적인 것 같아",0
81,차라리 결혼하기 전에 거른 게 다행이야,0
82,하루종일 커뮤니티만 쳐보고있는 ㅅㄲ들은 뭐냐?,0
83,넷상 말고는 할 일이 없으니 그러고 있지,0
84,강아지 너무 귀엽다 몇 살이에요?,0
85,지금 8살이에요,0
86,아이고 나이가 많네 조심해야겠다,0
87,아직 나이 어린건데요? 그쪽이나 조심하세요 갑자기 훅 듸질지 어떻게 알아요,1
88,어우 말이 좀 그렇네요 제가 죄송합니다 예,0
89,이렇게 살아서 언제 집을 사고 차를 사지,0
90,야. 그렇게 해서 땅이 꺼지겠냐? 휴.. 하고 크게 내 쉬어야지.,0
91,아이 입 냄새. 이빨은 닦은거야?,0
92,안 닦았나? 하하. 미안해.,0
93,걱정이 한 다발이야. 잠을 잘 수가 없어.,0
94,너 요즘 왜 예뻐져?,0
95,회춘에는 꼬튜물만한게 없더라,3
96,다른 성형한건 아니고?,0
97,대통령 유렵 간다는데 왜 이렇게 기사가 하나도 없어?,0
98,선택적 보도하는 기레기들 때문이지.,2
99,"쓰레기들, 정도껏 해야지.",1
100,한 입만 줘,0
101,저 자식 국회 회의 시간에 자는 거 바로 찍혔어,0
102,요며칠 진짜 예민하긴해,0
103,만약 니가 피의자가 됐을땐 변호사를 써라,0
104,그게 최고 좋은 방법이야,0
105,조사관한테 억울한 건 끝까지 안했다고만 하면 되지,0
106,법무사도 싸게 서류 정리 다해줌,0
107,네 친구 남자친구 미국사람이더라?,0
108,야 외국인 만난다고 그런 모욕은 좀 심하지 않니?,0
109,윤미향 아직도 국회의원함?,0
110,쟨 정공은 아닌가보네,0
111,요즘 쟤네 방송에서 정치색 많이 드러내네,0
112,전부 이미지 세탁이지 뭐,0
113,그걸 찾아본 네가 이 말세에 심취한 것 같은데,0
114,김치녀들 취집하는 거 얄미워 죽겠음,2
115,나도 평일 점심에 친구랑 애슐리 먹고 싶다고~,0
116,나도 끼워줘 나도 쉴래~,0
117,일본 놈들은 전범국인 주제에 뭐가 그렇게 당당한 거야?,0
118,이번 올림픽에서 기미가요 부른 거 들었어? 메달에 욱일기도 있던데.,0
119,몸을 욱일기 모양으로 찢어버리고 싶다.,2
120,집순이랑 히키코모리는 조금 다른 것 같아.,0
121,비슷한 거 아니야?,0
122,남자랑 여자랑 임금 차이 나는 거 이해가 안 돼.,0
123,"무슨 말을 그렇게 해, 인생에 정해진 타이밍이 어디 있다고.",0
124,미성년자랑 만나는 성인은 정신이 있는 거야?,0
125,왜? 사랑하면 나이가 무슨 상관이야.,0
126,ㅋㅋㅋ? 장난? 그걸 어떻게 이해함.,0
127,누리호 실패했다더라,0
128,야 누리호가 실패해서 다행인거임,0
129,다행이다 그래도 우리나라 선수들은 따로 도시락 먹는대,0
130,백신 맞으니까 어깨에 총 맞은 거 같아 ㅠㅠ,0
131,야 운동하러 간다더니 얼굴이 다 타서 왔냐,0
132,선크림 깜빡해가지고 얼굴 다 탐,0
133,추석에 뭐하지,0
134,당연히 부모님 보러가야지,0
135,친구중에 영화 먼저보고 스포하는 친구 있음,0
136,그니까 말이야 ㅋㅋ 너무하지않냐,0
137,오늘 전학생 온데.,0
138,여자야?남자야?,0
139,남자라는데?,0
140,그럼.내 알빠아님.,0
141,그덴 시키가 엄청 잘났데.,0
142,여기서 대학 비하 하는 애들은 언급된 대학 붙지도 못할 듯 ㅋㅋ,0
143,"키오스크 쓰는거 어려워하는데, 그런거 알려주는 알바있으면 이력서 내야지",0
144,이 드라마 15부도 아니고 14부라네,0
145,오 제발 거짓말이라고 해줘,0
146,요 앞에 음식점 생겼는데 가볼래?,0
147,무슨 요리하는 곳인데?,0
148,초밥집인데 엄청 맛있대.,0
149,요리사도 현지에서 직접 공부한 사람이래!,0
150,왜?,0
151,그걸 몰라서 묻니?,0
152,내일부턴 좀 잘했으면,0
153,너 그거 인종차별인거 알고있음?,0
154,클난다 조심해라~,0
155,죄송합니다. 아직 끝내지 못했습니다.,0
156,죄송합니다. 오늘까지 어떻게든 마무리 하겠습니다.,0
157,저런 거 가지고 왜 뭐라고 하는거냐 저 사람은 요리사 이전에 사업가인데,0
158,커피포트도 씻어야 하는 거임?,0
159,해병대 너무 멋있어,0
160,시청한 사람을 특정하려면 국가가 개인의 인터넷 생활을 통제한다는 가정이 있어야 해,0
161,저 여자 예쁜데 넌 왜 안 좋아함?,0
162,손 대서라도 예쁜 게 낫지 않음?,0
163,피부가 왜 저런 거야?,0
164,나 어제 여자친구 생겼어,0
165,너 왜 그렇게 상처주냐,0
166,"뭔, 불만이 그렇게 많아?",0
167,"노래, 춤은 그 정도 하는 아이돌들 많은 것 같은데..",0
168,힘든 일 뿐만 아니라 단순 사무직에서도 차이남 ..,0
169,너가 무슨 상관이야?,0
170,또 비축 안해서 품귀현상 나타나면 또 난리할 거지?,0
171,"세계 여행하는 유튜브 영상 봤는데, 카자흐스탄 여자들 개 이쁘더라",0
172,"거기에 오픈 마인드라, 이빨만 잘만 까면 대줄 것 같았음",3
173,니가 무슨 상관인데,0
174,내가 왜?,0
175,아니 어떻게 저런 식으로 장사를 하지?,0
176,농구 모르면서 왜 그렇게 비하하냐?,0
177,너가 축구 하면 진짜 심장 터지려 할껄?,0
178,축구가 힘들다고 생색내기는ㅎㅎ,0
179,바꿔서 해봐.,0
180,야 나 오늘 카페갔다가 남자한테 번호따였어,0
181,오? 대박이다 어떤 남자였어?,0
182,몰라. 일단 비쥬얼은 합격이라 번호주고옴,0
183,설마..너는 생각하는게 왜이렇게 불순하니?,0
184,아니 그렇잖아..알지도 못하면서 번호 따고 가는게..,0
185,혹시 모르니 조심하라고 조언해 주는거야,0
186,협회 기부금 100만원이 큰 돈이란다,0
187,아ㅋㅋ 누굴 두고 하는 말인지 알겠다,0
188,정병 있음 한 순간 내가 천재 같다가 바보 같다가 그런다.,0
189,"괜찮아, 내가 계속 천재라고 해줄게.",0
190,좋은 생각이다.,0
191,오늘도 밤샘이냐?,0
192,일이 안끝났는데 어쩌겠어,0
193,미리미리 좀 해두지 그랬냐,0
194,자꾸만 일이 들어오는걸 어떡해,0
195,그 정도 일 했으면 작업속도가 빨라질만도 하지않냐?,0
196,"아니, 남의 자동차에 돌을 던지면 어떻게 합니까?",0
197,아이가 아무 것도 모르고 했는데 한 번만 넘어가주시죠...,0
198,이건 수리도 힘들어서 어쩔 수 없이 돈 받아야겠어요.,0
199,자녀분을 제대로 교육하지 못한 어머님한테 책임을 지우려는 겁니다.,0
200,아이 앞인데 그렇게 감싸려고 드는 것도 떳떳한 행동은 아닌 거 아시죠?,0
201,나 이제 햄 그만 먹으려고,0
202,햄 같은 거 많이 먹으면 환경에도 안 좋고 수명도 줄어든다더라,0
203,확정 뽑도 있으니 망한 자본 게임보단 낫긴 하지 ㅇㅎ,0
204,우리 지역에 베트남 사람들 단체로 코로나 걸렸더라,0
205,말이 너무 심하신 거 아닌가요...,0
206,민식이법 찬성하는 애들은 운전을 해보긴 했을까?,0
207,드라마에서 옛날 노래 나오는거 좀 극혐이지않아?,0
208,맞아 ㅠㅠ 공감도 안돼서 몰입감도 떨어져,0
209,조상님 산소를 팔아먹어,0
210,그기 골프장 들어서 가격이 많이 뛰었잔아,0
211,다른곳에 모시면 되잔아 왜그래,0
212,상종 못할놈,0
213,문중에 좋은일아잖아 문중을 위한거라고,0
214,문중에 들어오지 말아라,0
215,니가 뭔데 그딴소리 하고있노,0
216,내가 문중을 위해 한 행동은 정당하다,0
217,이놈아 모든사람들에게 허락 받는게 먼저야,0
218,문중어른들께 말했고 산소 옮기는것 허락했다,0
219,좋다 확인해보고 아니면 각오해라,0
220,우리나라 어떻게 하냐,0
221,나는 쟤 1등 관심없고 안 봐서 좋다,0
222,와 진짜 목 마르다.,0
223,물 좀 많이 마셔야겠다.,0
224,배달기사가 손님들을 손놈이라 부르더라,0
225,그거듣고 조금 놀랬어,0
226,나중에 후회 많이 할텐데,0
227,나 문신하는데 뭐 도와준거 있어? 급식한테 털려볼래?,2
228,그런 행동은 환경을 파괴하는 행위야,0
229,시험기간이라 도서관 자리가 너무 없다,0
230,아 진짜 평소엔 반도 안차던데 ..,0
231,어차피 만날 사람도 아닌데 성격이 뭐가 중요함?,0
232,에이 그건 거기서 못 만나게 했으니까 그런 거 아니야? 자기도 보고 싶어 했을 듯?,0
233,그게 말이 된다고 생각하냐ㅋㅋ 나 정도면 평균이지,0
234,ㅋㅋㅋㅋ 개웃기네 평균이랰ㅋ,0
235,노래 한시간 연장해 주세요.,0
236,지금 다른분들이 기다려 연장이 안되요,0
237,지금 나가란 말이야,0
238,네 다음에 와 주시길 바랍니다.,0
239,조카치 가게 간판을 다 뽀갤뿔까 어디서 공갈이야,2
240,손님 죄송합니다 30분만 더 하세요,0
241,1시까지 저 프로그램 봤냐?,0
242,그거 주최측 실수긴 하지.,0
243,그래도 자기가 무슨 말할 지 미리 알고 있었을거 아니야?,0
244,쟤 남자친구 있다는 소문 들었나?,0
245,이 기사 좀 봐봐라.,0
246,그래서 기자들이 욕을 먹나 봐.,0
247,고양이 귀여워,0
248,내가 코로나야 ?,0
249,얼굴은 왜 가리지 당당하다며,0
250,와 저 여자 엉덩이 탱글 한 것 좀 봐 한입만 먹고 싶네,3
251,알겠다고,0
252,돌발상황에서 대처 잘하는 사람 멋있는 것 같아,0
253,솔직히 여자들 중 60kg 이상은 매질 해야한다 인정?,2
254,"어 인정, 60kg 이상이 여자냐? 그 살만 봐도 속이 울렁거린다.",2
255,그러게. 라이브 자신 있다면 한 번쯤은 나왔을 텐데.,0
256,그거 연기하는 배우는 얼마나 고역스러울까,0
257,너 먹는거 꼴보기 싫게 먹는다,2
258,왜 먹는거 가지고 뭐라 그러냐,0
259,아 이거 8년정도 되서 좀 낡았지..ㅎ,0
260,'남자만 군대에 가는 것이 양성평등일까' 설문조사 결과 봤냐,0
261,상식적으로 No인데 한국이니까 Yes일듯 ㅋㅋ,0
262,준비는 하고 있는데 그게 그렇게 쉬운 게 아니니까.,0
263,그러게 진작에 뭘 좀 해놓지 그랬냐.,0
264,야 우리 부모님도 가만히 계시는데 네가 왜 그러냐ㅋㅋ,0
265,오늘 점심에 뭘 먹었지?,0
266,사귀고 헤어지는 거 지네들 마음이지 모,0
267,오늘 술 한잔 땡기실?,0
268,나 선약이 있어서 오늘은 좀 힘들듯,0
269,나 이번에 고급 미용실 가서 이발 했어,0
270,왜 혹시 이상해?,0
271,나도 천조국 가면 와이프 네 명 만들 수 있나,0
272,야야 얘들아,0
273,언냐들~ 이거 나만 불편해~?,2
274,그냥 이 게임 접을란다.,0
275,응~ 접지마~ 너 없으면 이 게임 같이할 사람 아무도 없어~,0
276,이런 겜이라도 너같은 유저가 필요해~ 제발 돌아와~,0
277,그걸 이쁘다고 생각하고 다니는 건가. 질라 이해 안 감,0
278,여자 방송 보면 캠 키지 않고 이미지로 만 진행 하는 애들 보면 어떻게 생각해 ?,0
279,니도 ㅋㅋㅋ 저번에 방송 할때 이미지로 하지않았냐 ? ㅋㅋㅋ 부러운가 보네,0
280,말이 너무 심하네.,0
281,모든 가난한사람 싸잡아서 얘기하는게 아니라 일부 때문에 이럼,0
282,환승연애가 왜 그렇게 욕먹는지 모르겠어,0
283,나도 사고싶던데 저차. 귀엽더라,0
284,내가 여기 둔 돈 못 봤어?,0
285,다른 데 둔 거 아니야?,0
286,야 솔직히 니가 가져갔지?,0
287,왜 갑자기 나를 의심해?,0
288,예쁘고 잘생긴 사람들은 정신병 걸릴만한 경험을 많이 한다더라.,0
289,스토커 한 번 만나보면 정신 나갈만함.,0
290,동물병원 가야하는데 비용때문에 무섭다,0
291,?날 뭘로 보고 지금도 미리미리 적금 들고있는데,0
292,아이돌 연기 솔직히 안 하면 좋겠는데.,0
293,신인 배우 자리를 뺏는 거나 다름없음.,0
294,"남학생은 파란 공책, 여학생은 분홍색 공책 가지고 가세요.",0
295,얼굴만 보면 동년배 같다,0
296,시간없을땐 유튜브 지식 정보방 아니냐 ? 나름 가성비도 좋고 지인들 한테 추천할만 한거같은데,0
297,너나 잘하고 남한테 지적질해,0
298,진짜 회사 출근하기싫다,0
