,0,1
0,형광색 바지 입는 급식들 왜 이렇게 많아?,0
1,ㅈ같은 유행 돌았나보네ㅋㅋ,1
2,형광 바지 입고 모여있는 급식무리 잡아서 패죽여야 하는데,1
3,자기 몸을 긍정하는 건 오히려 바람직한 거 아니야?,0
4,뚱뚱하다고 자기 몸을 혐오하는 건 바람직하지 않잖아.,0
5,근데 자기 몸을 긍정한다고 뚱뚱한 걸 방치하는 경우도 있잖아.,0
6,뚱뚱한 걸 방치하는 건 자기 건강을 해치는 행위지.,0
7,난 아침에는 항상 시리얼을 먹어,0
8,저는 제 와이프가 너무 자랑스러워요,0
9,유일하게 남자들 세계를 잘 이해해주거든요,0
10,애들은 흙을 좀 만지면서 커야 해.,0
11,니가 만나봤어??먼 말도안되는말을 하고있어,0
12,응 사실이죠 괜히 찔리니까 부들부들하죠,0
13,저 아줌마 보니깐 짜증 난다.,0
14,너무 말 심한거 아니야?,0
15,앞으론 조심하긴 하자.,0
16,좋은 자세다.,0
17,이번에 달걀쇼 한번 하고 오는 거야?,0
18,커터칼 쇼 기획할까 무섭다.,0
19,오 빵 맛있다!,0
20,"OO 주변 지나갈 일이 있었는데, 클럽 앞에 사람들 엄청 바글바글하더라",0
21,쟤네 결혼 앞두고 헤어졌다며?,0
22,무슨 냄새 말하는거야?,0
23,오늘 야식 치킨먹을래? 아니면 피자까지 먹을래?,0
24,헉 나 피자랑 치킨 둘다 먹고싶어 맛있겠다,0
25,너는 왜 애가 항상 날이 서있니,0
26,일이 힘들어서 그렇지,0
27,그리고 이게 여자친구랑 무슨 상관이냐,0
28,여초 커뮤니티는 왜 아직도 존재할까,0
29,사고 방식이 진짜 골 때리는 듯,0
30,우리랑 다른 걸 그냥 인정해야 되는 것 같아,0
31,애초에 그냥 신경 안쓰고 살면 그만임,0
32,"오늘 진짜 시험 망했어, 살기싫어",0
33,불난 집에 기름 붓냐?,0
34,아들아 이번 시험은 꼭 1등 하거라,0
35,네 항상 최선을 다하고 있어요,0
36,이 영화는 영화관에서 봐야 제대로야,0
37,웅장한 사운드에 압도적인 비주얼을 느껴야 해,0
38,사운드에 비주얼?,0
39,군대에서 좀 맞아야 정신을 차리나봐.,1
40,이번에 여행 가야하는데 싸고 좋은 호텔 아는 사람,0
41,방음이 안되야 한다고? 그럼 다른 사람들 소리 다 들리잖아 편하게 자야 좋은데,0
