,0,1
0,쉴드가 아니라 국가가 면제해준거야.,0
1,짐승입장도 들어봐야지ㅋㅋ,0
2,OO이 이제 급하긴 한가보네,0
3,깐부라고 부르기까지 하다니,0
4,어머니 간 이식 해 주기 싫어서 도망쳤다고...?,0
5,와 드디어 일 다 했다,0
6,그동안 고생 많았어,0
7,고생한 기념으로 내가 저녁 사 줄게,0
8,"이번에 OO 유뷰트 봤는데, 3차선에서 역주행하는 차가 있데",0
9,한 번 보여줘봐,0
10,저렇게 운전해 놓고 내려서 자기가 화를 내는거냐?,0
11,저런 대응은 정말 이해가 안되지?,0
12,OO가 아니야,0
13,요새는 온갖 방법으로 다 들어와서 수준이 천차만별이래,0
14,그래? 그래도 OO인데 머리는 좋겠지,0
15,아직 대학에 적응을 못한 거 아냐?,0
16,의사들은 좋겠다 돈 많이 벌어서,0
17,근데 병원에 있으면 너무 우울할듯,0
18,1년 반 동안 한 거라곤 세금 퍼주기랑 거리두기밖에 없네,0
19,지금껏 포퓰리즘 정책밖에 없음,0
20,OO이 당선 될듯,0
21,여론조사도 OO이 높더라.,0
22,6070은 OO이 더 높아,0
23,뭐라하냐 백세시대에 ㅋㅋㅋ,0
24,난 그래도 좋은 사람이였구나,0
25,쟤 이번에 트레이너 회원수 랭킹 1위 찍었다며?,0
26,야 그래도 실력이 있으니 가능한거 아니겠어?,0
27,말빨이 있어서 그런 걸로 좀 휘어잡는 편이야 쟤는.,0
28,요새 뭐 자기 PR도 능력인 시대지.,0
29,쟤 진짜 겉만 번지르르한데 다들 모르네.. 참..,0
30,쟤는 음악으로 성공하기가 쉬운줄 아나?,0
31,내가 실패하고 싶어서 한 게 아니잖아...,0
32,의지가 얼마나 없으면 그 모양이냐는 거지...,0
33,의지의 문제가 아니라 나한테 다이어트는 불가능이야...,0
34,그렇게 단정짓는 것부터 넌 틀려 먹었어,0
35,저 아줌마 며느리가 아니고 아들이 생일상 차렸다고 열받아서 쓰러졌대,0
36,그 며느리 못된 시어메하고 인연끊어라,0
37,급식인데 급식소에서 장애 학생 도와줬는데 아무도 몰라줌,0
38,도와달라고 하기 전까지 돕지 마라,0
39,죄송해요. 내일부터는 셔츠에 슬랙스 입을게요.,0
40,"예, 회사인 거 아니까, 그만 좀 꼽주세요.",1
41,말을 왜 그렇게 나쁘게 해,0
42,그래도 우리 부모님 세대 분들은 좋아하시던데?,0
43,아무리 그래도 그렇지,0
44,하루종일 트로트만 편성하고 지겨워 죽겠어,0
45,느금마 빨통 왤케 큼?,2
46,내 젖통이니까 넘볼 생각 ㄴㄴ,2
47,올해 초부터 원인 모르겠는 어지러움 증상이 생겼는데 생각해보니 집 1km근방에 엄청 큰 송전탑 갑자기 생긴 거 그거 때문인가?,0
48,도찐개찐이지 콩심은데 콩 나는 거고,0
49,오토바이 배달원이 억울하게 가해자로 몰려서 배상해줘야한대,0
50,오토바이 시동 꺼진걸 다른 사람이 건드려서 시동이 걸린거야,0
51,가난은 단지 조금 불편한 것 뿐이야,0
52,OO 2030 표심 잡으려고 움직이네.,0
53,은근 젊은 층 중에 OO 지지자들 많음.,0
54,맞아. 카리스마 있는 리더처럼 느껴져.,0
55,언행은 논란 있으니까 그렇다 쳐도 생긴 건 왜?,0
56,나는 백팔십 이하인 남자는 못 만나겠더라,0
57,그런 남자 만나면 넌 고목나무에 붙은 매미야,0
58,그래서 인간 도리도 못지키고 어린 여대생이랑 바람나냐?,0
59,배달하다가 수건 한장 걸친 여자가 음식 받았으면 좋겠다ㅋㅋ,2
60,내가 여자를 어떻게 한댔냐,0
61,나는 그냥 슬쩍 맨살만 보는걸로 만족할거다,2
62,OO 나온다해서 기대했는데 드라마 별로다.,0
63,내용도 산으로 가고 CG도 별로라서 보기 힘들다,0
64,OO이 나오니까 그나마 볼만 하던데 나는?,0
65,아직까지 티켓파워 상위권인데 ㅋㅋㅋ 그만 나올 때라니,0
66,그 사람도 사연이 있어서 이혼한것 뿐이지 너무 좋은 사람이야,0
67,야 카페 줄 뭐노 오늘 뭔 행사함?,0
68,아 ㅋㅋ 오늘 뭔 행사 있다더라 저런 거 받아서 뭐 하려고,0
69,안 본 눈 삽니다 ; 밥이 넘어가나?,0
70,먹을 거 다 먹어도 살이 빠지는 경우 병원에 가야 합니다,0
71,문제는 다들 그런 걸 원한다는 거...,0
72,주황색 머리 잘 어울리기 힘들어 다른 사람들도,0
73,아이돌이라 다양한 스타일 보여주는 것도 좋지,0
74,주말에도 열일하는 나 자신 진짜 대단하다,0
75,이 정도면 국민을 의심해야 된다,0
76,이 정부는 정치방역을 연말까지 할 테세네,0
77,어제 내 생일이었어,0
78,나 이번에 골반 넓히려고 운동중임!,0
79,너 저번에도 골판 넓히는 운동한다 했지않어?,0
80,"맞는데, 잘 안되서 포기했었거든",0
81,이번에는 내가 한번 보여줄께,0
82,탈레반은 어찌 여성에게만 저런 기준으로 보는걸까요,0
83,저것도 조선시대처럼 탈레반의 존중해야 할 문화지,0
84,남자들이 왜?,0
85,그렇게 극단적으로 일반화할 수 있는 문제는 아닌 것 같아.,0
86,너 OO 친척이지?,0
87,중국인들 말하는거 보면 화내는 것 같음,0
88,솔직히 요즘 나라 돌아가는 꼬라지 보면 OO 살기싫음 ㅋㅋ,0
89,OO 진짜 너무 귀여워 아직 동심이 있는 거 같아,0
90,방송 이미지 잡을려면 그 정도는 해야지,0
91,왜 틀린 말 했나?,0
92,와 당분간 조개 절대 안먹는다 진심,0
93,어우 저여자 허벅지 봤어?,0
94,내 허벅지보다 더 두꺼운거 같은데?,0
95,아무리 그래도 여자다리를 타조다리라고 그러는건 좀 아니다,0
96,그럼 저 다리를 뭐라고 이름붙일 수 있겠냐 ㅋㅋ,0
97,걔는 요즘 뭐 하고 산대?,0
98,걔 9급 준비할걸?,0
99,진짜 꼴 좋게 됐네 ㅋㅋㅋ,0
100,그 촌구석에 선수촌이 있었나,0
101,편하면 입을 수도 있는 거 아냐?,0
102,아니 ㅋㅋㅋ 뭔 지방사립대 과잠을 어케 입냐,0
103,그런 거 신경 안 쓰는 스타일인가 보네,0
104,걍 니 같은 애들만 안 마주치면 될 듯,0
105,나 회사에서 눈치 없다고 까였어,0
106,너 그럴 줄 알았다 ㅋㅋㅋ,0
107,회사에서 일만 잘하면 되는 거 아님?,0
108,너 일도 잘 못하잖아,0
109,아냐 평타는 쳐,0
110,OO는 매번 말이 다르네...,0
111,아침에 다르고 저녁에 다르고 종잡을 수가 없다.,0
112,어느 것하나 줏대없이 말돌리는데 대통령 자격 제로임,0
113,아 진짜 그럼 누굴 뽑아야하냐,0
114,너 남편 보러 안 가?,0
115,ㅋㅋ신혼 때는 그렇게 좋아 죽더니.,0
116,쟤 기초생활수급자라며?,0
117,그런게 뭐가 중요해,0
118,돈으로 사람 평가하지 마,0
119,그냥 좀 싸울 수도 있지~,0
120,저 여자가 자발적으로 우리 집에 온 거야,0
121,피해자가 싫다고 했잖아요,0
122,쟤는 양파도 아니고 까면 깔수록 뭐가 나오네,0
123,뭘 했길래 그래?,0
124,우리 목사님은 그래도 너같은 애들을 위해서도 기도하신다,0
125,맨날 담배피면서 농구하니까 숨이차네,0
126,학생 여러분 숙제 했어요?,0
127,안되겠어 앞으로 나와.,0
128,외국 누나들이랑 노는 게 최고지,0
129,너 외국인이랑 말은 섞어봤냐,0
130,괜히 가만히 있는 한국 여자들 욕하지 말고 니 할일이나 해라,0
131,도박해서 이꼴 났다.,0
132,그래도 다시 일어 설꺼다.,0
133,하긴 니는 해낼수 있을꺼야,0
134,이제부터라도 정신 바짝차리자 얘들아.,0
135,아니 씻었는데 비가 와서 눅눅한 냄새가 나는거 뿐이야,0
136,너 지금 그 말 광주 거리에서 외치고 올 수 있냐?,0
137,거리두기 4단계 또 연장됐더라고,0
138,이럴거면 제대로 된 후보를 뽑았어야지,0
139,도토리 키 재기지 ㅋㅋㅋ 대통령이 완벽해서 뽑은 줄 아나,0
140,에이 사진이랑 얼마나 달랐길래,0
141,그냥 아예 다른 사람이 나왔어.,0
142,ㅋㅋ 많이 놀랐구나,0
143,응 진짜 사진은 믿는 거 아니다,0
144,새겨 들을게 ㅋㅋㅋ,0
145,생활고 시달리다 범죄 저질렀다는 뉴스가 요새 심심찮게 나오네,0
146,OO 사진 그냥 짬내서 국민들 힘내라고 올려주신거야.,0
147,너도 알고있네 이유없는거,0
148,내가 일본여자 꼬셔서 쓰리썸까지 해봤는데 뭔 소리냐ㅋ,2
149,그래서 뭐 어쩌라고?,0
150,네가 무슨 상관이냐고.,0
151,너 잘 되라고 그러는 건데 왜 이렇게 예민하게 굴어?,0
152,판사는 있는 법을 가지고 판결한 건데 대체 뭘 잘못했냐?,0
153,날씨도 더운데 좀 떨어져서 걸어.,0
154,야 나도 더우니까 짜증 좀 내지마.,0
155,너네 우리 교수님 어떻게 생각해?,0
156,난 괜찮던데 강의력 좋잖아,0
157,점수도 잘 줘서 난 좋음,0
158,"OO인 특기가 고소 고발인데, 이번엔 왜 안 하냐.",0
159,OO도 오리발이네.,0
160,쫄릴 거 없으면 특검 가겠지.,0
161,난 경제신문파트는 안읽어.머리가 아프거든,0
162,누구 논란 떳어? 우리 OO 오빠들은 아님 ! 팬을 얼마나 사랑하는데,0
163,그거 규정 다 잘지켜서 친구들이랑 간거야 알고말해,0
164,층간 소음 때문에 진짜 미쳐버릴 것 같아,0
165,윗층에 어린애들 키우는 거 아니고??,0
166,고양이들 더위 피한다고 아이스크림 냉동고 위에 올라가 있음,0
167,문도 못 열겠는데 어쩌냐..,0
168,그래도 돈 벌러 나온건 기특하다,0
169,그거는 인정,0
170,와 너는 결혼을 안 한 게 진짜 다행이다,0
171,많이 별로냐?,0
172,그 정도라고?,0
173,오빠 차에 기름 없는데 주유소에 잠깐 들르자,0
174,돈도 없는 년이 기름 값 너가 낼꺼야?,1
175,오빠 무슨 말을 그렇게해 내가 재밋게 놀아줬잖아,0
176,놀아주기는 무슨 개 년아 내돈으로 먹여줬으면 됐지,1
177,오빠 무슨 내가 돈 때문에 오빠 만나는 것 처럼 이야기해,0
178,이 시간까지 안 자고 뭐해?,0
179,나 아직 시험기간이라서 공부 중이야,0
180,아직도 시험이 안 끝났어?,0
181,이 폴란드 누나 너무 예뻐,0
182,젖 만지고 튀고싶다.,2
183,이거는 진짜 찬성하는 부분이다,0
184,OO보다 더 한 사람이 나올 줄이야,0
185,이제 기대를 접자,0
186,그게 경상도에서 일어난 거였구나,0
187,손자들만 딱하게 됐네,0
188,뭔가 그 자연스럽게 나오는 그루브가 느낌있잖아~,0
189,성범죄자들 진짜 너무하지 않냐?,0
190,내가 볼 땐 생식기를 잘라버려서 불구로 만들어야 해,1
