,0,1,2
1,미안한데 나하고 찍은 사진 인스타에서 내려주라,0,"['미안', '하', 'ᆫ데', '나', '하고', '찍', '은', '사진', '인스타', '에서', '내리', '어', '주', '라']"
2,밥 안먹나?,0,"['밥', '안', '먹', '나', '?']"
3,벌써 배고파?,0,"['벌써', '배고프', '어', '?']"
4,밥시간 지났다,0,"['밥', '시간', '지나', '었', '다']"
5,지금 시비거는거?,0,"['지금', '시비', '걸', '는', '거', '?']"
6,꽃이 너무 예뻐.,0,"['꽃', '이', '너무', '예쁘', '어', '.']"
7,그러게.,0,"['그러게', '.']"
8,말이 심하다?,0,"['말', '이', '심하', '다', '?']"
9,에휴 오르라는 집값은 안 오르고,0,"['에휴', '오르', '라는', '집값', '은', '안', '오르', '고']"
10,값 싼 재료 쓴다고 다 부실이냐 규격 미달이 문제지,0,"['값', '싸', 'ᆫ', '재료', '쓰', 'ᆫ다고', '다', '부실', '이', '냐', '규격', '미달', '이', '문제지']"
11,야 신입생 오티 갔다 왔어?,0,"['야', '신입', '생', '오티', '가', '었', '다', '오', '었', '어', '?']"
12,어 ... 애들 다 좋더라 특히 얘 너무 맘에 들어,0,"['어', '...', '애', '들', '다', '좋', '더라', '특히', '얘', '너무', '맘', '에', '들', '어']"
13,요즘 우리 아파트에 혼자 사는 여자가 부쩍 늘었다?,0,"['요즘', '우리', '아파트', '에', '혼자', '살', '는', '여자', '가', '부쩍', '늘', '었', '다', '?']"
14,그래? 좋겠다 구경할 맛도 나고,0,"['그래', '?', '좋', '겠', '다', '구경', '하', 'ᆯ', '맛', '도', '나', '고']"
15,난 왜 남자친구가 없을까?,0,"['나', 'ᆫ', '왜', '남자', '친구', '가', '없', '을까', '?']"
16,성형 해볼까?,0,"['성형', '하', '어', '보', 'ᆯ까', '?']"
17,우리반애 말함부로 하는얘 있는데 자기말로는 자기가 털털해서그렇데..,0,"['우리', '반', '애', '말', '함부로', '하', '는', '얘', '있', '는', '데', '자기', '말', '로', '는', '자기', '가', '털털', '하', '어서', '그렇', '데', '..']"
18,우리도 별로 가까이 하고싶진않는데..괜히 왕따시킨다 생각할까봐 적당히 받아주고있어,0,"['우리', '도', '별로', '가까이', '하', '고', '싶', '지', 'ᆫ', '않', '는', '데', '..', '괜히', '왕따', '시키', 'ᆫ다', '생각', '하', 'ᆯ까', '보', '어', '적당히', '받', '어', '주', '고', '있', '어']"
19,너 주식한다면서?,0,"['너', '주식', '하', 'ᆫ다면서', '?']"
20,주식하긴 하는데 왜?,0,"['주식', '하', '기', 'ᆫ', '하', '는', '데', '왜', '?']"
21,근데 왜 목소리가 쳐졌어,0,"['근데', '왜', '목소리', '가', '치', '어', '지', '었', '어']"
22,말 걸지마,0,"['말', '걸', '지', '말', '어']"
23,남편이 바람피우는 거 같아.,0,"['남편', '이', '바람', '피우', '는', '거', '같', '어', '.']"
24,그건 니 남편 탓이 아닌데.,0,"['그거', 'ᆫ', '니', '남편', '탓', '이', '아니', 'ᆫ데', '.']"
25,그럼 불륜녀 탓인가?,0,"['그럼', '불륜', '녀', '탓', '이', 'ᆫ가', '?']"
26,애 키우느라 바빠 죽겠는데 거울 볼 새가 어딨니?,0,"['애', '키우', '느라', '바쁘', '어', '죽', '겠', '는데', '거울', '보', 'ᆯ', '새', '가', '어딨', '니', '?']"
27,당연한건데 왜?ㅋㅋ,0,"['당연', '하', 'ᆫ', '거', '이', 'ᆫ데', '왜', '?', 'ㅋㅋ']"
28,이 문제가 이해가 잘 안 되는데 다시 설명해 주시겠어요?,0,"['이', '문제', '가', '이해', '가', '잘', '안', '되', '는', '데', '다시', '설명', '하', '어', '주', '시', '겠', '어요', '?']"
29,저 레스토랑 진짜 맛있겠다.,0,"['저', '레스토랑', '진짜', '맛있', '겠', '다', '.']"
30,"그러게, 입에서 군침이 돈다.",0,"['그러게', ',', '입', '에서', '군침', '이', '돌', 'ᆫ다', '.']"
31,하지만 너무 비쌀 거같아.,0,"['하지만', '너무', '비싸', 'ᆯ', '거', '같', '어', '.']"
32,나 저 정도는 갈 수 있거든?,0,"['나', '저', '정도', '는', '가', 'ᆯ', '수', '있', '거든', '?']"
33,나는 아들이 있었으면 좋겠어.,0,"['나', '는', '아들', '이', '있', '었', '으면', '좋', '겠', '어', '.']"
34,딸보다는 아들이 좋아?,0,"['딸', '보다', '는', '아들', '이', '좋', '어', '?']"
35,에휴 요즘에 남자 여자 그런 게 어디있냐?,0,"['에휴', '요즘', '에', '남자', '여자', '그런', '것', '이', '어디', '있', '냐', '?']"
36,낳고 키우면 다 이쁘고 좋아.,0,"['낳', '고', '키우', '면', '다', '이쁘', '고', '좋', '어', '.']"
37,그건 비약인 거 같아,0,"['그거', 'ᆫ', '비약', '이', 'ᆫ', '거', '같', '어']"
38,내가 뭐 잘못한 거 없지?,0,"['나', '가', '뭐', '잘못', '하', 'ᆫ', '거', '없', '지', '?']"
39,ㅇㅇ 넌 남들 눈치를 너무 많이봐,0,"['ㅇㅇ', '너', 'ᆫ', '남', '들', '눈치', '를', '너무', '많이', '보', '어']"
40,정부가 부동산 잡겠다고 하지않음?,0,"['정부', '가', '부동산', '잡', '겠', '다고', '하', '지', '않', '음', '?']"
41,서점에 가야 하는데 경사 높은 곳에 있어서 가기가 싫어,0,"['서점', '에', '가', '어야', '하', '는', '데', '경사', '높', '은', '곳', '에', '있', '어서', '가', '기', '가', '싫', '어']"
42,25만원씩 주고도 나라빚 쌓여서 휘청거린다는데 기본 소득이라니 말이 되냐?,0,"['25', '만', '원', '씩', '주', '고', '도', '나라', '빚', '쌓이', '어서', '휘청거리', 'ᆫ다는', '데', '기본', '소득', '이', '라니', '말', '이', '되', '냐', '?']"
43,조선 OO 되는 거 순식간이다.,0,"['조선', 'OO', '되', '는', '거', '순식간', '이', '다', '.']"
44,ㄹㅇ 지들이 그러면 남들도 그런줄암.,0,"['ㄹㅇ', '지', '들', '이', '그러', '면', '남', '들', '도', '그런', '줄', '암', '.']"
45,직접 찾아가서 여자인거 확인한건데 도용이란다 ㅋㅋㅋㅋ,0,"['직접', '찾아가', '어서', '여자', '이', 'ᆫ', '거', '확인', '하', 'ᆫ', '거', '이', 'ᆫ데', '도용', '이란', '다', 'ㅋㅋㅋㅋ']"
46,여기에서 왜 이러고 울고 있어?,0,"['여기', '에서', '왜', '이러', '고', '울', '고', '있', '어', '?']"
47,나 오늘 너무 힘들어서 회사에 사직서 냈어,0,"['나', '오늘', '너무', '힘들', '어서', '회사', '에', '사직서', '내', '었', '어']"
48,어른들이 다 너만 기다리는데 왜 이러고 있어?,0,"['어른', '들', '이', '다', '너', '만', '기다리', '는', '데', '왜', '이러', '고', '있', '어', '?']"
49,힘들어도 좀만 더 참았어야지,0,"['힘들', '어도', '좀', '만', '더', '참', '었', '어야지']"
50,그렇게 나약해서 무슨 일을 하겠다고 그러니?,0,"['그렇', '게', '나약', '하', '어서', '무슨', '일', '을', '하', '겠', '다고', '그러', '니', '?']"
51,야 저빵에다가 휘핑크림까지 올려먹네,0,"['야', '저', '빵', '에다가', '휘핑크림', '까지', '올리', '어', '먹', '네']"
52,감정적으로 호소하는 것도 일 나름이야,0,"['감정', '적', '으로', '호소', '하', '는', '것', '도', '일', '나름', '이', '야']"
53,본인 잘못 줄이려는 행동이야,0,"['본인', '잘못', '줄이', '려는', '행동', '이', '야']"
54,어제 캣맘이 사료 밥그릇 우리 집 앞에 둬서 치웠잖아,0,"['어제', '캣맘', '이', '사료', '밥그릇', '우리', '집', '앞', '에', '두', '어서', '치우', '었', '잖아']"
